kode_desa,valid_obs,rad_median,lit_months,rad_cv,lit_fraction,built_m2,l1_class,name,kecamatan,kabupaten,lat,lon
81.01.01.1009,22,0.34990097577054574,17,0.7320114799406157,0.7727272727272727,38491.074509803926,intermittent,Hollo,Amahai,Maluku Tengah,-3.2444118552572268,129.08936575076467
81.01.01.2001,22,0.20946956534737526,5,0.5191858613447146,0.22727272727272727,172303.11372549017,intermittent,Tamilouw,Amahai,Maluku Tengah,-3.242390875686588,129.29818883159496
81.01.01.2002,22,0.2609035278553747,9,0.5785183271409217,0.4090909090909091,168229.0549019608,intermittent,Sepa,Amahai,Maluku Tengah,-3.2679486865785714,129.07712059657797
81.01.01.2003,22,0.27088710726887805,10,0.6075819647828333,0.45454545454545453,195646.25098039213,intermittent,Rutah,Amahai,Maluku Tengah,-3.3377374348567836,129.003906835248
81.01.01.2004,22,0.6487199375751405,14,0.8368404621934675,0.6363636363636364,152207.93333333335,intermittent,Soahuku,Amahai,Maluku Tengah,-3.3445689974609953,128.92758644794057
81.01.01.2005,22,0.48448444521151846,16,0.5459975276112783,0.7272727272727273,151018.99215686278,intermittent,Amahai,Amahai,Maluku Tengah,-3.3169480883435707,128.9792070818221
81.01.01.2006,22,1.0383803051282028,18,0.5672813790641527,0.8181818181818182,304171.8980392157,lit_stable,Haruru,Amahai,Maluku Tengah,-3.28682459866778,128.99178566582276
81.01.01.2007,22,0.8397440217325168,18,0.6134189754987741,0.8181818181818182,43495.17254901961,intermittent,Sehati,Amahai,Maluku Tengah,-3.274170179462147,128.97935262950037
81.01.01.2008,22,0.430539851044367,17,0.5342312347349261,0.7727272727272727,142672.49411764703,lit_stable,Makariki,Amahai,Maluku Tengah,-3.2565107135324336,129.00515866900275
81.01.01.2010,22,0.6977464783359582,19,0.4983243913320231,0.8636363636363636,15105.75294117647,lit_stable,Yafila,Amahai,Maluku Tengah,-3.2250575862706636,129.06456889547815
81.01.01.2011,22,0.4111049845314665,18,0.460664414661659,0.8181818181818182,36603.34901960784,lit_stable,Banda Baru,Amahai,Maluku Tengah,-3.2249964562291247,129.0871802896031
81.01.01.2020,22,0.20570981680945694,5,0.8001622554235607,0.22727272727272727,0.0,data_gap,Yainuelo,Amahai,Maluku Tengah,-3.34314129172377,129.0605271237242
81.01.01.2021,22,0.2540572077191742,4,0.38994288917527153,0.18181818181818182,8726.729411764707,intermittent,Nua Nea,Amahai,Maluku Tengah,-6.480076798264099,129.46185936945267
81.01.01.2022,22,0.2808464216970586,11,0.49379969744334107,0.5,11552.890196078431,intermittent,Hatuhenu,Amahai,Maluku Tengah,-3.2795988490384573,129.03580491773963
81.01.01.2023,22,0.20401992437075173,5,0.4964095563482188,0.22727272727272727,86822.0156862745,intermittent,Nuweletetu,Amahai,Maluku Tengah,-3.185706745893658,129.12737717346303
81.01.02.2001,22,0.34421757325675795,14,0.7029342154284342,0.6363636363636364,27823.545098039216,intermittent,Usliapan,Teon Nila Serua,Maluku Tengah,-3.2091791042362225,128.97398964374304
81.01.02.2002,22,0.3939323298689119,15,0.7762726673373674,0.6818181818181818,15713.427450980393,intermittent,Kuralele,Teon Nila Serua,Maluku Tengah,-3.215711617640967,128.97682267652667
81.01.02.2003,22,0.4870485612656284,15,0.8278280787304682,0.6818181818181818,23612.96862745098,intermittent,Kokroman,Teon Nila Serua,Maluku Tengah,-3.2116557040697313,128.9900266731291
81.01.02.2004,22,0.4398156882585898,14,0.6931778319654147,0.6363636363636364,29959.168627450978,intermittent,Messa,Teon Nila Serua,Maluku Tengah,-3.2214216727300715,129.00020318925493
81.01.02.2005,22,0.4849311569717262,16,0.7571201097380169,0.7272727272727273,17594.631372549018,intermittent,Ameth,Teon Nila Serua,Maluku Tengah,-3.2123872925595176,129.0040946914911
81.01.02.2006,22,0.38304488376914403,16,0.6480673689369161,0.7272727272727273,32108.8,intermittent,Waru,Teon Nila Serua,Maluku Tengah,-3.1980796820223762,129.0076969559328
81.01.02.2007,22,0.5980698463150904,16,0.8621313249906041,0.7272727272727273,15090.61176470588,intermittent,Bumey,Teon Nila Serua,Maluku Tengah,-3.208054819200084,129.01202278803322
81.01.02.2008,22,0.5381913506162449,17,0.6937751134782957,0.7727272727272727,18515.129411764705,intermittent,Sifluru,Teon Nila Serua,Maluku Tengah,-3.216425313349797,129.01308805358644
81.01.02.2009,22,0.5289793044948279,16,0.6592773375758013,0.7272727272727273,107758.68627450985,intermittent,Layeni,Teon Nila Serua,Maluku Tengah,-3.200100182116831,129.0264530161016
81.01.02.2010,22,0.46420148956894636,16,0.7079665017471669,0.7272727272727273,18142.60392156863,intermittent,Wotay,Teon Nila Serua,Maluku Tengah,-3.22272030700415,129.01659047247222
81.01.02.2011,22,0.5143508229979465,17,0.5789910098877836,0.7727272727272727,33541.44313725489,lit_stable,Issu,Teon Nila Serua,Maluku Tengah,-3.2260583833323064,129.02367606309306
81.01.02.2012,22,0.5184062121882185,15,0.7294543279935924,0.6818181818181818,29916.42352941176,intermittent,Lesluru,Teon Nila Serua,Maluku Tengah,-3.2131900593325358,129.040165809826
81.01.02.2013,22,0.47666778134485266,17,0.5666818645639403,0.7727272727272727,82352.96862745099,lit_stable,Watludan,Teon Nila Serua,Maluku Tengah,-3.2292064565753913,129.04556998256712
81.01.02.2014,22,0.5840547267613226,19,0.4907135466760066,0.8636363636363636,17576.733333333334,lit_stable,Trana,Teon Nila Serua,Maluku Tengah,-3.225229929483024,129.05559377942672
81.01.02.2015,22,0.5213800942905399,19,0.5414866674236654,0.8636363636363636,39124.71764705883,lit_stable,Jerili,Teon Nila Serua,Maluku Tengah,-3.216034911793856,129.0584581193243
81.01.02.2016,22,0.3012351342735725,11,0.6274437353893683,0.5,29818.482352941177,intermittent,Nakupia,Teon Nila Serua,Maluku Tengah,-3.190410836828955,128.99216880938707
81.01.06.2001,22,0.20639175920793956,6,0.7761628351209262,0.2727272727272727,189246.47450980393,intermittent,Wahai,Seram Utara,Maluku Tengah,-2.852393603693211,129.40434404000248
81.01.06.2002,22,0.4779815448756011,14,0.8209342337137447,0.6363636363636364,14822.003921568627,intermittent,Air Besar,Seram Utara,Maluku Tengah,-2.8037763837174667,129.52027681652638
81.01.06.2003,22,0.23335534265013697,5,0.7504086670584594,0.22727272727272727,51699.20392156862,intermittent,Pasahari,Seram Utara,Maluku Tengah,-2.8370028790088857,129.61752374681114
81.01.06.2007,22,0.21279158447951527,3,0.4543391298162894,0.13636363636363635,7538.0,dark_settled,Manusela,Seram Utara,Maluku Tengah,-2.985570422721266,129.57213058822924
81.01.06.2009,22,0.19568784529502395,3,0.5962940764988514,0.13636363636363635,150.7450980392157,data_gap,Kaloa,Seram Utara,Maluku Tengah,-2.9021465340297286,129.6642651261502
81.01.06.2010,22,0.21864274586036964,4,0.4535241084047636,0.18181818181818182,9092.0,intermittent,Kanikeh,Seram Utara,Maluku Tengah,-3.119362743339974,129.60454631053577
81.01.06.2011,22,0.21575344630017895,2,0.6150611604951902,0.09090909090909091,6819.576470588236,dark_settled,Roho,Seram Utara,Maluku Tengah,-2.9321935112214956,129.41227078662806
81.01.06.2012,22,0.20139395741259558,2,0.6687478127803299,0.09090909090909091,17826.86274509804,dark_settled,Huaulu,Seram Utara,Maluku Tengah,-3.0193319655133997,129.24251840781108
81.01.06.2021,22,0.33603449114437756,12,0.8833829806798426,0.5454545454545454,10192.482352941175,intermittent,Rumahsokat,Seram Utara,Maluku Tengah,-2.814514717958859,129.37460530870385
81.01.06.2022,22,0.22859505587880966,8,0.8033606455557888,0.36363636363636365,74465.25098039216,intermittent,Sawai,Seram Utara,Maluku Tengah,-2.950436981633178,129.2469447441539
81.01.06.2044,22,0.36602403762248853,13,0.9111134936460262,0.5909090909090909,31030.6431372549,intermittent,Besi,Seram Utara,Maluku Tengah,-2.940462804718534,129.2153210671637
81.01.06.2045,22,0.281729420217321,11,0.8327160872156587,0.5,95413.20392156864,intermittent,Malaku,Seram Utara,Maluku Tengah,-2.800854811692092,129.40911759775253
81.01.06.2046,22,0.2194141468784208,4,0.427175599587596,0.18181818181818182,1961.0,data_gap,Maraina,Seram Utara,Maluku Tengah,-3.0585190676320275,129.6253098517812
81.01.06.2047,22,0.2036826329515251,3,0.5216721683074308,0.13636363636363635,0.0,data_gap,Solea,Seram Utara,Maluku Tengah,-2.9165099203595566,129.55103059408322
81.01.06.2048,22,0.22376171151160967,4,0.6102009646681493,0.18181818181818182,0.0,data_gap,Elemata,Seram Utara,Maluku Tengah,-2.918639803159627,129.70923856034722
81.01.06.2049,22,0.2229989268197458,5,0.6043439674108141,0.22727272727272727,0.0,data_gap,Hatuolo,Seram Utara,Maluku Tengah,-2.937856523214284,129.66343466038967
81.01.06.2050,22,0.22021900695930835,6,0.7005801037276733,0.2727272727272727,37206.84705882353,intermittent,Siatele,Seram Utara,Maluku Tengah,-2.8777455218320234,129.73836768365206
81.01.06.2051,22,0.22621565217012035,4,0.7832333278949022,0.18181818181818182,0.0,data_gap,Masihulan,Seram Utara,Maluku Tengah,-2.9773766465251796,129.20074925023022
81.01.06.2052,22,0.38595728482411706,13,0.8465805441334691,0.5909090909090909,26388.992156862747,intermittent,Oping,Seram Utara,Maluku Tengah,-2.9250059206541086,129.227511243999
81.01.06.2053,22,0.20802820904415964,6,0.9187851008470833,0.2727272727272727,18902.6,intermittent,Olong,Seram Utara,Maluku Tengah,-2.9367100849136922,129.18900394453263
81.01.09.2001,22,0.32207778190969716,12,0.7230391988799632,0.5454545454545454,63233.854901960796,intermittent,Nusantara,Banda,Maluku Tengah,-4.5204487264140365,129.88004079748822
81.01.09.2002,22,2.033888900721515,14,0.8479547913601587,0.6363636363636364,79735.22352941179,intermittent,Dwiwarna,Banda,Maluku Tengah,-4.5270599651429,129.90256752147084
81.01.09.2003,22,0.8468901424492696,16,0.7247268878678514,0.7272727272727273,17642.470588235294,intermittent,Merdeka,Banda,Maluku Tengah,-4.511207042588357,129.89953392337898
81.01.09.2004,22,0.3232108216303893,14,0.6389765262083418,0.6363636363636364,8773.64705882353,intermittent,Rajawali,Banda,Maluku Tengah,-4.509647713859816,129.9010870530467
81.01.09.2005,22,1.6340125977147781,16,0.7552918461883904,0.7272727272727273,83807.84313725488,intermittent,Kampung Baru,Banda,Maluku Tengah,-4.520709090522468,129.90555648321447
81.01.09.2006,22,0.20090120388750868,4,0.8158299773565075,0.18181818181818182,8351.992156862745,intermittent,Pulau Hatta,Banda,Maluku Tengah,-4.592454784462521,130.0393512020281
81.01.09.2007,22,0.3568599943161043,15,0.5484024351667737,0.6818181818181818,17205.8,intermittent,Selamon,Banda,Maluku Tengah,-4.540568059230628,129.93687734878833
81.01.09.2008,22,0.3073813701019032,12,0.6390355757444451,0.5454545454545454,130800.17647058824,intermittent,Lonthoir,Banda,Maluku Tengah,-4.556359833757854,129.9034643578921
81.01.09.2009,22,0.24804427338164206,8,0.7430850171360759,0.36363636363636365,55477.38039215686,intermittent,Pulau Ay,Banda,Maluku Tengah,-4.526307472518613,129.77406683910942
81.01.09.2010,22,0.3187852978863152,15,0.6347076869397328,0.6818181818181818,36854.34901960784,intermittent,Pulau Rhun,Banda,Maluku Tengah,-4.555496369770048,129.6831383578036
81.01.09.2011,22,0.5277722717290467,16,0.6618137777035034,0.7272727272727273,21124.670588235294,intermittent,Tanah Rata,Banda,Maluku Tengah,-4.5125150647413,129.90454095986823
81.01.09.2012,22,0.43062043503011427,14,0.8764576820493944,0.6363636363636364,39902.054901960786,intermittent,Waer,Banda,Maluku Tengah,-4.547418127768487,129.94973663620945
81.01.09.2013,22,0.3535587791707397,15,0.6110040712943234,0.6818181818181818,2295.6,intermittent,Boiyauw,Banda,Maluku Tengah,-4.5520788379160555,129.91575274512672
81.01.09.2014,22,0.2961131276486956,11,0.6413500522883832,0.5,8811.666666666668,intermittent,Dender,Banda,Maluku Tengah,-4.530906661554731,129.9462339277605
81.01.09.2015,22,0.38771794147980515,13,0.9125215857652258,0.5909090909090909,0.0,data_gap,Lautang,Banda,Maluku Tengah,-4.555211669863262,129.9464742445933
81.01.09.2016,22,0.2755444740842274,10,0.679858244158335,0.45454545454545453,5381.239215686274,intermittent,Uring Tutra,Banda,Maluku Tengah,-4.561128557983058,129.94440756199072
81.01.09.2017,22,0.3712508147047997,16,0.5958593638588314,0.7272727272727273,6425.098039215686,intermittent,Walling Spanciby,Banda,Maluku Tengah,-4.549689744266855,129.92543812876002
81.01.09.2018,22,0.3382051258391838,13,0.6263239445012173,0.5909090909090909,7516.596078431372,intermittent,Combir Kasestoren,Banda,Maluku Tengah,-4.518034040279817,129.94308597876667
81.01.11.2011,22,0.1895813410450346,5,0.5986001013877867,0.22727272727272727,17371.0431372549,intermittent,Telutih Baru,Tehoru,Maluku Tengah,-3.2453564760300795,129.64003175608204
81.01.11.2012,22,0.2236704723012331,5,0.5920805668870404,0.22727272727272727,19342.666666666668,intermittent,Mosso,Tehoru,Maluku Tengah,-3.272057282083492,129.62166444322668
81.01.11.2013,22,0.24023742635517575,6,0.5849864451117603,0.2727272727272727,38001.20392156863,intermittent,Hatumete,Tehoru,Maluku Tengah,-3.2715144217730727,129.59742685073041
81.01.11.2014,22,0.2127082269816123,6,0.7229981326736045,0.2727272727272727,71133.19215686274,intermittent,Hatu,Tehoru,Maluku Tengah,-3.2647228032314337,129.56225365308285
81.01.11.2015,22,0.16912766461864037,1,0.6527785234030902,0.045454545454545456,0.0,data_gap,PIliana,Tehoru,Maluku Tengah,-3.1994405597414683,129.55923092016778
81.01.11.2016,22,0.13422986238048767,2,0.8335561350227237,0.09090909090909091,107907.89411764705,dark_settled,Yaputih,Tehoru,Maluku Tengah,-3.2264258276647073,129.50152497202117
81.01.11.2017,22,0.1247933628982141,2,0.752500028312874,0.09090909090909091,0.0,data_gap,Saunulu,Tehoru,Maluku Tengah,-3.212501375070587,129.45719075663675
81.01.11.2018,22,0.1696804909011178,4,0.6580881181640282,0.18181818181818182,187288.98039215687,intermittent,Tehoru,Tehoru,Maluku Tengah,-3.260918038068394,129.4535065300493
81.01.11.2019,22,0.19986717440628682,4,0.5703335611098588,0.18181818181818182,140789.0431372549,intermittent,Haya,Tehoru,Maluku Tengah,-3.328777021695906,129.41220552522475
81.01.11.2020,22,0.227563048912671,5,0.7142765696127104,0.22727272727272727,36421.94901960784,intermittent,Salamahu,Tehoru,Maluku Tengah,-3.4029743945844553,129.4385262723573
81.01.12.2001,22,0.336435332026378,14,0.8040157722268937,0.6363636363636364,28655.984313725487,intermittent,Booi,Saparua,Maluku Tengah,-3.6113007551116154,128.65382420750296
81.01.12.2002,22,0.4396182978180183,15,0.6707714896478797,0.6818181818181818,59878.19607843137,intermittent,Paperu,Saparua,Maluku Tengah,-3.5875574521253064,128.6487449030766
81.01.12.2003,22,0.3530514227221756,15,0.6722476375448773,0.6818181818181818,32844.243137254896,intermittent,Tiouw,Saparua,Maluku Tengah,-3.5565029048687866,128.64378572630093
81.01.12.2004,22,0.3733847995117509,14,0.6789621210376804,0.6363636363636364,138980.64705882355,intermittent,Haria,Saparua,Maluku Tengah,-3.6026912608115063,128.62919100322338
81.01.12.2005,22,0.23227250729506504,4,0.70823784683798,0.18181818181818182,35197.96078431372,intermittent,Porto,Saparua,Maluku Tengah,-3.5425097553533926,128.60485879098965
81.01.12.2006,22,0.23645517158204785,7,0.7578788544368544,0.3181818181818182,38839.76470588235,intermittent,Kulur,Saparua,Maluku Tengah,-3.515224427954853,128.58675986383395
81.01.12.2012,22,0.3765476193395947,15,0.705805666204421,0.6818181818181818,49018.1137254902,intermittent,Saparua,Saparua,Maluku Tengah,-3.5618498641074385,128.66713250143124
81.01.13.2001,22,0.27912833280456456,10,0.7059714143612937,0.45454545454545453,65195.6,intermittent,Aboru,Pulau Haruku,Maluku Tengah,-3.5927938662402767,128.52576362099958
81.01.13.2002,22,0.2744682486595953,8,0.6892600184546466,0.36363636363636365,23722.34117647059,intermittent,Wassu,Pulau Haruku,Maluku Tengah,-3.5972405688130937,128.48701028989186
81.01.13.2003,22,0.2742064981677559,8,0.6514737516829646,0.36363636363636365,53456.90196078432,intermittent,Oma,Pulau Haruku,Maluku Tengah,-3.6001555015491253,128.459128845369
81.01.13.2004,22,0.31425446625728776,14,0.6453805985087203,0.6363636363636364,7026.007843137255,intermittent,Haruku,Pulau Haruku,Maluku Tengah,-3.595568224486623,128.43728824738147
81.01.13.2005,22,0.2660951379193155,8,0.6724538104508799,0.36363636363636365,10861.717647058824,intermittent,Sameth,Pulau Haruku,Maluku Tengah,-3.6228607707594547,128.4181364997884
81.01.13.2006,22,0.29858932186730425,12,0.6178258836526433,0.5454545454545454,44770.16470588236,intermittent,Rohomoni,Pulau Haruku,Maluku Tengah,-3.5732214583595137,128.44199937798228
81.01.13.2007,22,0.3333670416454809,13,0.6588816917118155,0.5909090909090909,74559.56078431374,intermittent,Kabauw,Pulau Haruku,Maluku Tengah,-3.5555770507831306,128.45777657723931
81.01.13.2008,22,0.33481978246033034,14,0.6503794785084447,0.6363636363636364,80250.36862745095,intermittent,Kailolo,Pulau Haruku,Maluku Tengah,-3.5384352369493177,128.43423854791402
81.01.13.2009,22,0.3078332745018585,14,0.652315299831445,0.6363636363636364,160846.84705882354,intermittent,Pelauw,Pulau Haruku,Maluku Tengah,-3.5356439904715065,128.48726080878436
81.01.13.2010,22,0.49078165070994884,15,0.751130277609304,0.6818181818181818,47422.99215686275,intermittent,Kariu,Pulau Haruku,Maluku Tengah,-3.5278767054899363,128.4856751900549
81.01.13.2011,22,0.2508528596669438,5,0.6276791183691378,0.22727272727272727,34675.41176470588,intermittent,Hulaliu,Pulau Haruku,Maluku Tengah,-3.5630436176148548,128.54211004445867
81.01.14.2001,22,0.3153122559181567,13,0.6022859965110288,0.5909090909090909,160572.54901960786,intermittent,Liang,Salahutu,Maluku Tengah,-3.520344523340018,128.2820169389638
81.01.14.2002,22,0.4549267233238676,14,0.610208053743784,0.6363636363636364,318302.63921568624,intermittent,Waai,Salahutu,Maluku Tengah,-3.5578092972880975,128.30231775458722
81.01.14.2003,22,0.685352827800882,17,0.563215577976666,0.7727272727272727,466314.0862745098,lit_stable,Tulehu,Salahutu,Maluku Tengah,-3.597235758994481,128.3143084002472
